decade	L2	accuracy	iter
1890	0.0001	0.72125	4
1890	3e-05	0.713125	4
1890	0.0003	0.7125	4
1890	0.001	0.72625	4
1890	0.0001	0.740625	5
1890	3e-05	0.7375	5
1890	0.0003	0.733125	5
1890	0.001	0.735625	5
1890	0.0001	0.719375	6
1890	3e-05	0.715625	6
1890	0.0003	0.72125	6
1890	0.001	0.72625	6
1890	0.0001	0.7425	7
1890	3e-05	0.730625	7
1890	0.0003	0.739375	7
1890	0.001	0.735	7
1890	0.0001	0.7175	8
1890	3e-05	0.740625	8
1890	0.0003	0.7225	8
1890	0.001	0.7175	8
1890	0.0001	0.73375	9
1890	3e-05	0.73625	9
1890	0.0003	0.730625	9
1890	0.001	0.738125	9
1890	0.0001	0.74125	10
1890	3e-05	0.715625	10
1890	0.0003	0.713125	10
1890	0.001	0.72625	10
1890	0.0001	0.724375	11
1890	3e-05	0.73	11
1890	0.0003	0.725625	11
1890	0.001	0.736875	11
1890	0.0001	0.74875	12
1890	3e-05	0.75625	12
1890	0.0003	0.7425	12
1890	0.001	0.7425	12
1890	0.0001	0.725	13
1890	3e-05	0.729375	13
1890	0.0003	0.73625	13
1890	0.001	0.7325	13
1890	0.0001	0.7275	14
1890	3e-05	0.74125	14
1890	0.0003	0.726875	14
1890	0.001	0.733125	14
1900	0.0001	0.705625	0
1900	3e-05	0.721875	0
1900	0.0003	0.71	0
1900	0.001	0.71	0
1900	0.0001	0.7521902377972466	1
1900	3e-05	0.7590738423028786	1
1900	0.0003	0.7484355444305382	1
1900	0.001	0.7490613266583229	1
1900	0.0001	0.720625	2
1900	3e-05	0.724375	2
1900	0.0003	0.719375	2
1900	0.001	0.711875	2
1900	0.0001	0.7290362953692116	3
1900	3e-05	0.7340425531914894	3
1900	0.0003	0.7309136420525657	3
1900	0.001	0.7315394242803505	3
1900	0.0001	0.735	4
1900	3e-05	0.72625	4
1900	0.0003	0.7325	4
1900	0.001	0.7225	4
1900	0.0001	0.720625	5
1900	3e-05	0.7225	5
1900	0.0003	0.710625	5
1900	0.001	0.725	5
1900	0.0001	0.72625	6
1900	3e-05	0.72375	6
1900	0.0003	0.708125	6
1900	0.001	0.715	6
1900	0.0001	0.74875	7
1900	3e-05	0.744375	7
1900	0.0003	0.7375	7
1900	0.001	0.749375	7
1900	0.0001	0.7325	8
1900	3e-05	0.72625	8
1900	0.0003	0.744375	8
1900	0.001	0.738125	8
1900	0.0001	0.7315394242803505	9
1900	3e-05	0.7359198998748435	9
1900	0.0003	0.730287859824781	9
1900	0.001	0.727784730913642	9
1900	0.0001	0.73625	10
1900	3e-05	0.735625	10
1900	0.0003	0.734375	10
1900	0.001	0.739375	10
1900	0.0001	0.7259073842302879	11
1900	3e-05	0.7171464330413017	11
1900	0.0003	0.727784730913642	11
1900	0.001	0.7090112640801002	11
1900	0.0001	0.754375	12
1900	3e-05	0.755	12
1900	0.0003	0.753125	12
1900	0.001	0.75	12
1900	0.0001	0.748125	13
1900	3e-05	0.7425	13
1900	0.0003	0.75	13
1900	0.001	0.745	13
1900	0.0001	0.7275	14
1900	3e-05	0.72125	14
1900	0.0003	0.729375	14
1900	0.001	0.71125	14
1910	0.0001	0.7075	0
1910	3e-05	0.713125	0
1910	0.0003	0.726875	0
1910	0.001	0.710625	0
1910	0.0001	0.72375	1
1910	3e-05	0.7225	1
1910	0.0003	0.720625	1
1910	0.001	0.7175	1
1910	0.0001	0.729375	2
1910	3e-05	0.733125	2
1910	0.0003	0.715	2
1910	0.001	0.730625	2
1910	0.0001	0.716875	3
1910	3e-05	0.715	3
1910	0.0003	0.7225	3
1910	0.001	0.7	3
1910	0.0001	0.72875	4
1910	3e-05	0.720625	4
1910	0.0003	0.719375	4
1910	0.001	0.715	4
1910	0.0001	0.699375	5
1910	3e-05	0.709375	5
1910	0.0003	0.705	5
1910	0.001	0.700625	5
1910	0.0001	0.718125	6
1910	3e-05	0.716875	6
1910	0.0003	0.7175	6
1910	0.001	0.714375	6
1910	0.0001	0.715625	7
1910	3e-05	0.70875	7
1910	0.0003	0.716875	7
1910	0.001	0.724375	7
1910	0.0001	0.706875	8
1910	3e-05	0.714375	8
1910	0.0003	0.71625	8
1910	0.001	0.710625	8
1910	0.0001	0.731875	9
1910	3e-05	0.724375	9
1910	0.0003	0.73125	9
1910	0.001	0.734375	9
1910	0.0001	0.70625	10
1910	3e-05	0.700625	10
1910	0.0003	0.704375	10
1910	0.001	0.7075	10
1910	0.0001	0.706875	11
1910	3e-05	0.6925	11
1910	0.0003	0.711875	11
1910	0.001	0.71125	11
1910	0.0001	0.723125	12
1910	3e-05	0.721875	12
1910	0.0003	0.73625	12
1910	0.001	0.730625	12
1910	0.0001	0.716875	13
1910	3e-05	0.7225	13
1910	0.0003	0.701875	13
1910	0.001	0.711875	13
1910	0.0001	0.71625	14
1910	3e-05	0.72375	14
1910	0.0003	0.725	14
1910	0.001	0.725	14
1920	0.0001	0.724375	0
1920	3e-05	0.726875	0
1920	0.0003	0.73	0
1920	0.001	0.738125	0
1920	0.0001	0.696875	1
1920	3e-05	0.693125	1
1920	0.0003	0.694375	1
1920	0.001	0.68875	1
1920	0.0001	0.69625	2
1920	3e-05	0.705625	2
1920	0.0003	0.7025	2
1920	0.001	0.696875	2
1920	0.0001	0.709375	3
1920	3e-05	0.7075	3
1920	0.0003	0.708125	3
1920	0.001	0.7175	3
1920	0.0001	0.721875	4
1920	3e-05	0.709375	4
1920	0.0003	0.71375	4
1920	0.001	0.71875	4
1920	0.0001	0.716875	5
1920	3e-05	0.704375	5
1920	0.0003	0.713125	5
1920	0.001	0.7075	5
1920	0.0001	0.709375	6
1920	3e-05	0.711875	6
1920	0.0003	0.706875	6
1920	0.001	0.70875	6
1920	0.0001	0.718125	7
1920	3e-05	0.729375	7
1920	0.0003	0.724375	7
1920	0.001	0.72125	7
1920	0.0001	0.706875	8
1920	3e-05	0.71	8
1920	0.0003	0.705	8
1920	0.001	0.699375	8
1920	0.0001	0.72	9
1920	3e-05	0.71875	9
1920	0.0003	0.700625	9
1920	0.001	0.723125	9
1920	0.0001	0.72	10
1920	3e-05	0.718125	10
1920	0.0003	0.724375	10
1920	0.001	0.726875	10
1920	0.0001	0.72875	11
1920	3e-05	0.7375	11
1920	0.0003	0.734375	11
1920	0.001	0.7225	11
1920	0.0001	0.70625	12
1920	3e-05	0.708125	12
1920	0.0003	0.706875	12
1920	0.001	0.713125	12
1920	0.0001	0.705625	13
1920	3e-05	0.70875	13
1920	0.0003	0.686875	13
1920	0.001	0.71	13
1920	0.0001	0.730625	14
1920	3e-05	0.728125	14
1920	0.0003	0.72125	14
1920	0.001	0.73375	14
1930	0.0001	0.699375	0
1930	3e-05	0.709375	0
1930	0.0003	0.705625	0
1930	0.001	0.703125	0
1930	0.0001	0.721875	1
1930	3e-05	0.728125	1
1930	0.0003	0.725	1
1930	0.001	0.730625	1
1930	0.0001	0.710625	2
1930	3e-05	0.71	2
1930	0.0003	0.719375	2
1930	0.001	0.7175	2
1930	0.0001	0.698125	3
1930	3e-05	0.71125	3
1930	0.0003	0.695	3
1930	0.001	0.69625	3
1930	0.0001	0.68875	4
1930	3e-05	0.698125	4
1930	0.0003	0.690625	4
1930	0.001	0.69625	4
1930	0.0001	0.71	5
1930	3e-05	0.710625	5
1930	0.0003	0.704375	5
1930	0.001	0.6925	5
1930	0.0001	0.7125	6
1930	3e-05	0.725625	6
1930	0.0003	0.715625	6
1930	0.001	0.698125	6
1930	0.0001	0.730625	7
1930	3e-05	0.72	7
1930	0.0003	0.73375	7
1930	0.001	0.723125	7
1930	0.0001	0.71125	8
1930	3e-05	0.703125	8
1930	0.0003	0.70375	8
1930	0.001	0.694375	8
1930	0.0001	0.706875	9
1930	3e-05	0.71125	9
1930	0.0003	0.70125	9
1930	0.001	0.6975	9
1930	0.0001	0.71	10
1930	3e-05	0.710625	10
1930	0.0003	0.700625	10
1930	0.001	0.695	10
1930	0.0001	0.700625	11
1930	3e-05	0.705625	11
1930	0.0003	0.70625	11
1930	0.001	0.69625	11
1930	0.0001	0.71125	12
1930	3e-05	0.70875	12
1930	0.0003	0.71375	12
1930	0.001	0.718125	12
1930	0.0001	0.71125	13
1930	3e-05	0.719375	13
1930	0.0003	0.716875	13
1930	0.001	0.711875	13
1930	0.0001	0.711875	14
1930	3e-05	0.718125	14
1930	0.0003	0.70625	14
1930	0.001	0.7	14
1940	0.0001	0.688125	0
1940	3e-05	0.691875	0
1940	0.0003	0.7	0
1940	0.001	0.684375	0
1940	0.0001	0.698125	1
1940	3e-05	0.686875	1
1940	0.0003	0.688125	1
1940	0.001	0.678125	1
1940	0.0001	0.70125	2
1940	3e-05	0.68625	2
1940	0.0003	0.68625	2
1940	0.001	0.69875	2
1940	0.0001	0.720625	3
1940	3e-05	0.7175	3
1940	0.0003	0.7125	3
1940	0.001	0.70875	3
1940	0.0001	0.701875	4
1940	3e-05	0.706875	4
1940	0.0003	0.700625	4
1940	0.001	0.69625	4
1940	0.0001	0.69	5
1940	3e-05	0.675625	5
1940	0.0003	0.68375	5
1940	0.001	0.69	5
1940	0.0001	0.705625	6
1940	3e-05	0.705625	6
1940	0.0003	0.711875	6
1940	0.001	0.6975	6
1940	0.0001	0.70875	7
1940	3e-05	0.718125	7
1940	0.0003	0.704375	7
1940	0.001	0.708125	7
1940	0.0001	0.700625	8
1940	3e-05	0.71125	8
1940	0.0003	0.70625	8
1940	0.001	0.71125	8
1940	0.0001	0.721875	9
1940	3e-05	0.714375	9
1940	0.0003	0.724375	9
1940	0.001	0.725	9
1940	0.0001	0.6975	10
1940	3e-05	0.700625	10
1940	0.0003	0.708125	10
1940	0.001	0.70375	10
1940	0.0001	0.70125	11
1940	3e-05	0.704375	11
1940	0.0003	0.7075	11
1940	0.001	0.699375	11
1940	0.0001	0.704375	12
1940	3e-05	0.713125	12
1940	0.0003	0.70375	12
1940	0.001	0.69375	12
1940	0.0001	0.700625	13
1940	3e-05	0.70375	13
1940	0.0003	0.708125	13
1940	0.001	0.705625	13
1940	0.0001	0.73	14
1940	3e-05	0.71875	14
1940	0.0003	0.719375	14
1940	0.001	0.72875	14
1950	0.0001	0.719375	0
1950	3e-05	0.705	0
1950	0.0003	0.721875	0
1950	0.001	0.714375	0
1950	0.0001	0.7	1
1950	3e-05	0.6975	1
1950	0.0003	0.688125	1
1950	0.001	0.68625	1
1950	0.0001	0.691875	2
1950	3e-05	0.694375	2
1950	0.0003	0.69375	2
1950	0.001	0.689375	2
1950	0.0001	0.685	3
1950	3e-05	0.698125	3
1950	0.0003	0.68375	3
1950	0.001	0.67375	3
1950	0.0001	0.696875	4
1950	3e-05	0.695	4
1950	0.0003	0.6975	4
1950	0.001	0.7075	4
1950	0.0001	0.708125	5
1950	3e-05	0.704375	5
1950	0.0003	0.709375	5
1950	0.001	0.7175	5
1950	0.0001	0.704375	6
1950	3e-05	0.72125	6
1950	0.0003	0.7025	6
1950	0.001	0.708125	6
1950	0.0001	0.704375	7
1950	3e-05	0.7025	7
1950	0.0003	0.711875	7
1950	0.001	0.70375	7
1950	0.0001	0.70625	8
1950	3e-05	0.699375	8
1950	0.0003	0.69125	8
1950	0.001	0.703125	8
1950	0.0001	0.694375	9
1950	3e-05	0.695	9
1950	0.0003	0.69	9
1950	0.001	0.69625	9
1950	0.0001	0.68875	10
1950	3e-05	0.69125	10
1950	0.0003	0.68625	10
1950	0.001	0.68875	10
1950	0.0001	0.70875	11
1950	3e-05	0.708125	11
1950	0.0003	0.698125	11
1950	0.001	0.713125	11
1950	0.0001	0.699375	12
1950	3e-05	0.7075	12
1950	0.0003	0.696875	12
1950	0.001	0.688125	12
1950	0.0001	0.709375	13
1950	3e-05	0.705	13
1950	0.0003	0.705	13
1950	0.001	0.705625	13
1950	0.0001	0.69375	14
1950	3e-05	0.7	14
1950	0.0003	0.68875	14
1950	0.001	0.680625	14
1960	0.0001	0.71625	0
1960	3e-05	0.7225	0
1960	0.0003	0.7075	0
1960	0.001	0.7175	0
1960	0.0001	0.69625	1
1960	3e-05	0.695	1
1960	0.0003	0.689375	1
1960	0.001	0.705	1
1960	0.0001	0.67	2
1960	3e-05	0.665625	2
1960	0.0003	0.670625	2
1960	0.001	0.664375	2
1960	0.0001	0.6825	3
1960	3e-05	0.694375	3
1960	0.0003	0.690625	3
1960	0.001	0.68875	3
1960	0.0001	0.71125	4
1960	3e-05	0.695	4
1960	0.0003	0.69625	4
1960	0.001	0.685625	4
1960	0.0001	0.686875	5
1960	3e-05	0.689375	5
1960	0.0003	0.68125	5
1960	0.001	0.70125	5
1960	0.0001	0.69625	6
1960	3e-05	0.69625	6
1960	0.0003	0.685625	6
1960	0.001	0.685625	6
1960	0.0001	0.690625	7
1960	3e-05	0.7125	7
1960	0.0003	0.690625	7
1960	0.001	0.68625	7
1960	0.0001	0.700625	8
1960	3e-05	0.705625	8
1960	0.0003	0.686875	8
1960	0.001	0.695	8
1960	0.0001	0.686875	9
1960	3e-05	0.67875	9
1960	0.0003	0.67625	9
1960	0.001	0.683125	9
1960	0.0001	0.689375	10
1960	3e-05	0.699375	10
1960	0.0003	0.69625	10
1960	0.001	0.68875	10
1960	0.0001	0.725	11
1960	3e-05	0.7275	11
1960	0.0003	0.734375	11
1960	0.001	0.713125	11
1960	0.0001	0.693125	12
1960	3e-05	0.698125	12
1960	0.0003	0.69375	12
1960	0.001	0.681875	12
1960	0.0001	0.701875	13
1960	3e-05	0.695	13
1960	0.0003	0.68625	13
1960	0.001	0.683125	13
1960	0.0001	0.675625	14
1960	3e-05	0.6875	14
1960	0.0003	0.673125	14
1960	0.001	0.684375	14
1970	0.0001	0.709375	0
1970	3e-05	0.7	0
1970	0.0003	0.69375	0
1970	0.001	0.708125	0
1970	0.0001	0.69875	1
1970	3e-05	0.701875	1
1970	0.0003	0.706875	1
1970	0.001	0.70625	1
1970	0.0001	0.685	2
1970	3e-05	0.69125	2
1970	0.0003	0.689375	2
1970	0.001	0.69125	2
1970	0.0001	0.660625	3
1970	3e-05	0.66625	3
1970	0.0003	0.656875	3
1970	0.001	0.663125	3
1970	0.0001	0.67875	4
1970	3e-05	0.678125	4
1970	0.0003	0.690625	4
1970	0.001	0.693125	4
1970	0.0001	0.6875	5
1970	3e-05	0.688125	5
1970	0.0003	0.695625	5
1970	0.001	0.673125	5
1970	0.0001	0.68	6
1970	3e-05	0.688125	6
1970	0.0003	0.67375	6
1970	0.001	0.675	6
1970	0.0001	0.69875	7
1970	3e-05	0.7025	7
1970	0.0003	0.69875	7
1970	0.001	0.700625	7
1970	0.0001	0.67625	8
1970	3e-05	0.680625	8
1970	0.0003	0.675	8
1970	0.001	0.693125	8
1970	0.0001	0.685625	9
1970	3e-05	0.68125	9
1970	0.0003	0.6825	9
1970	0.001	0.675625	9
1970	0.0001	0.688125	10
1970	3e-05	0.694375	10
1970	0.0003	0.68625	10
1970	0.001	0.68125	10
1970	0.0001	0.68875	11
1970	3e-05	0.69375	11
1970	0.0003	0.698125	11
1970	0.001	0.685	11
1970	0.0001	0.703125	12
1970	3e-05	0.696875	12
1970	0.0003	0.70125	12
1970	0.001	0.706875	12
1970	0.0001	0.6725	13
1970	3e-05	0.6775	13
1970	0.0003	0.675	13
1970	0.001	0.675625	13
1970	0.0001	0.69875	14
1970	3e-05	0.696875	14
1970	0.0003	0.700625	14
1970	0.001	0.6825	14
1980	0.0001	0.670625	0
1980	3e-05	0.68125	0
1980	0.0003	0.671875	0
1980	0.001	0.668125	0
1980	0.0001	0.67875	1
1980	3e-05	0.68875	1
1980	0.0003	0.695	1
1980	0.001	0.695625	1
1980	0.0001	0.664375	2
1980	3e-05	0.665	2
1980	0.0003	0.673125	2
1980	0.001	0.665625	2
1980	0.0001	0.65375	3
1980	3e-05	0.658125	3
1980	0.0003	0.655	3
1980	0.001	0.661875	3
1980	0.0001	0.680625	4
1980	3e-05	0.66875	4
1980	0.0003	0.67	4
1980	0.001	0.665	4
1980	0.0001	0.636875	5
1980	3e-05	0.64875	5
1980	0.0003	0.63	5
1980	0.001	0.641875	5
1980	0.0001	0.685	6
1980	3e-05	0.674375	6
1980	0.0003	0.6575	6
1980	0.001	0.674375	6
1980	0.0001	0.69125	7
1980	3e-05	0.6975	7
1980	0.0003	0.68375	7
1980	0.001	0.6775	7
1980	0.0001	0.68625	8
1980	3e-05	0.684375	8
1980	0.0003	0.67875	8
1980	0.001	0.68	8
1980	0.0001	0.646875	9
1980	3e-05	0.671875	9
1980	0.0003	0.654375	9
1980	0.001	0.623125	9
1980	0.0001	0.675	10
1980	3e-05	0.67125	10
1980	0.0003	0.680625	10
1980	0.001	0.688125	10
1980	0.0001	0.675625	11
1980	3e-05	0.6775	11
1980	0.0003	0.671875	11
1980	0.001	0.679375	11
1980	0.0001	0.654375	12
1980	3e-05	0.66625	12
1980	0.0003	0.669375	12
1980	0.001	0.659375	12
1980	0.0001	0.674375	13
1980	3e-05	0.6725	13
1980	0.0003	0.664375	13
1980	0.001	0.675625	13
1980	0.0001	0.65875	14
1980	3e-05	0.66625	14
1980	0.0003	0.660625	14
1980	0.001	0.655625	14
1990	0.0001	0.64875	0
1990	3e-05	0.646875	0
1990	0.0003	0.65125	0
1990	0.001	0.65	0
1990	0.0001	0.654375	1
1990	3e-05	0.65	1
1990	0.0003	0.663125	1
1990	0.001	0.655	1
1990	0.0001	0.654375	2
1990	3e-05	0.6325	2
1990	0.0003	0.63125	2
1990	0.001	0.640625	2
1990	0.0001	0.63	3
1990	3e-05	0.6375	3
1990	0.0003	0.6275	3
1990	0.001	0.625625	3
1990	0.0001	0.656875	4
1990	3e-05	0.671875	4
1990	0.0003	0.653125	4
1990	0.001	0.65125	4
1990	0.0001	0.636875	5
1990	3e-05	0.636875	5
1990	0.0003	0.645625	5
1990	0.001	0.646875	5
1990	0.0001	0.65	6
1990	3e-05	0.65625	6
1990	0.0003	0.650625	6
1990	0.001	0.656875	6
1990	0.0001	0.66625	7
1990	3e-05	0.651875	7
1990	0.0003	0.660625	7
1990	0.001	0.656875	7
1990	0.0001	0.63125	8
1990	3e-05	0.64125	8
1990	0.0003	0.639375	8
1990	0.001	0.649375	8
1990	0.0001	0.655625	9
1990	3e-05	0.6475	9
1990	0.0003	0.65625	9
1990	0.001	0.634375	9
1990	0.0001	0.656875	10
1990	3e-05	0.665	10
1990	0.0003	0.668125	10
1990	0.001	0.673125	10
1990	0.0001	0.6525	11
1990	3e-05	0.640625	11
1990	0.0003	0.653125	11
1990	0.001	0.64625	11
1990	0.0001	0.660625	12
1990	3e-05	0.664375	12
1990	0.0003	0.658125	12
1990	0.001	0.66375	12
1990	0.0001	0.64	13
1990	3e-05	0.64375	13
1990	0.0003	0.658125	13
1990	0.001	0.6325	13
1990	0.0001	0.645	14
1990	3e-05	0.6425	14
1990	0.0003	0.636875	14
1990	0.001	0.629375	14
2000	0.0001	0.648125	0
2000	3e-05	0.65125	0
2000	0.0003	0.65375	0
2000	0.001	0.658125	0
2000	0.0001	0.621875	1
2000	3e-05	0.62125	1
2000	0.0003	0.626875	1
2000	0.001	0.635625	1
2000	0.0001	0.6325	2
2000	3e-05	0.634375	2
2000	0.0003	0.644375	2
2000	0.001	0.64375	2
2000	0.0001	0.658125	3
2000	3e-05	0.648125	3
2000	0.0003	0.65125	3
2000	0.001	0.64625	3
2000	0.0001	0.6525	4
2000	3e-05	0.654375	4
2000	0.0003	0.644375	4
2000	0.001	0.650625	4
2000	0.0001	0.645625	5
2000	3e-05	0.6425	5
2000	0.0003	0.638125	5
2000	0.001	0.6475	5
2000	0.0001	0.65625	6
2000	3e-05	0.65	6
2000	0.0003	0.654375	6
2000	0.001	0.641875	6
2000	0.0001	0.664375	7
2000	3e-05	0.665625	7
2000	0.0003	0.658125	7
2000	0.001	0.660625	7
2000	0.0001	0.649375	8
2000	3e-05	0.648125	8
2000	0.0003	0.654375	8
2000	0.001	0.661875	8
2000	0.0001	0.628125	9
2000	3e-05	0.63125	9
2000	0.0003	0.613125	9
2000	0.001	0.62125	9
2000	0.0001	0.665625	10
2000	3e-05	0.66	10
2000	0.0003	0.668125	10
2000	0.001	0.674375	10
2000	0.0001	0.6525	11
2000	3e-05	0.66375	11
2000	0.0003	0.658125	11
2000	0.001	0.655	11
2000	0.0001	0.66	12
2000	3e-05	0.66625	12
2000	0.0003	0.64125	12
2000	0.001	0.65375	12
2000	0.0001	0.649375	13
2000	3e-05	0.6525	13
2000	0.0003	0.645	13
2000	0.001	0.6625	13
2000	0.0001	0.663125	14
2000	3e-05	0.670625	14
2000	0.0003	0.669375	14
2000	0.001	0.65875	14
