chargender,authgender,date,characters,speaking,agent,mod,patient,poss,total
u,u,1922,2599,18556,11571,949,3111,2650,18281
u,u,1923,12857,311720,63209,4176,15258,13303,95946
u,u,1924,7955,140724,32625,2372,8275,6481,49753
u,u,1925,9217,214144,43310,3228,11367,8702,66607
u,u,1926,10263,186552,39112,3008,10310,8401,60831
u,u,1927,9478,140638,34821,2808,9513,6800,53942
u,u,1928,11427,189599,48351,3494,12749,9524,74118
u,u,1929,14951,278456,63553,4518,15851,12939,96861
u,u,1930,13008,326167,72716,5120,16348,15221,109405
u,u,1931,11678,228463,54028,3633,12574,11864,82099
u,u,1932,9625,227836,47894,2947,10859,10234,71934
u,u,1933,7455,124017,31363,2446,7635,6477,47921
u,u,1934,8321,224721,37729,2890,9852,8158,58629
u,u,1935,7896,167415,41279,3054,8820,9038,62191
u,u,1936,10266,172442,41719,3158,9261,9296,63434
u,u,1937,8444,167813,39889,3231,8988,7766,59874
u,u,1938,8316,125887,40097,2899,8759,7857,59612
u,u,1939,7563,191423,37385,2689,8262,7935,56271
u,u,1940,7635,173100,46480,3161,10302,8731,68674
u,u,1941,7341,125694,34151,2423,8336,8057,52967
u,u,1942,7664,124701,34970,2571,7591,7150,52282
u,u,1943,9346,160104,41249,2753,9033,7857,60892
u,u,1944,7561,135211,34529,2483,7485,7810,52307
u,u,1945,9089,212232,47388,3254,10016,8980,69638
u,u,1946,14732,329713,67719,4921,15049,13406,101095
u,u,1947,12111,242541,63045,4437,13683,12256,93421
u,u,1948,12746,262707,62478,4471,14219,11830,92998
u,u,1949,12529,217099,58157,4062,12550,10706,85475
u,u,1950,15785,405381,89004,5777,18654,17148,130583
u,u,1951,11190,224962,59078,4169,12654,11830,87731
u,u,1952,12946,342394,76611,5157,16583,15454,113805
u,u,1953,12827,278977,67992,4599,14961,14123,101675
u,u,1954,11783,312432,81351,4959,16063,15461,117834
u,u,1955,15469,367460,81316,5663,17708,16567,121254
u,u,1956,13853,327346,78161,5293,16703,15933,116090
u,u,1957,13898,331968,80131,5646,17225,15947,118949
u,u,1958,13906,322966,91899,5924,18097,17746,133666
u,u,1959,15002,311292,76087,4983,16783,15471,113324
u,u,1960,16870,385607,96344,5996,19928,19380,141648
u,u,1961,19218,368060,103669,7520,21947,21848,154984
u,u,1962,19750,409978,108099,6983,24459,20596,160137
u,u,1963,18165,387934,98819,6510,20621,19172,145122
u,u,1964,18618,342323,97442,6596,20363,19118,143519
u,u,1965,20442,348042,103898,7110,22377,20970,154355
u,u,1966,20326,412325,109782,7302,23058,23312,163454
u,u,1967,25734,401736,116912,8291,27821,24116,177140
u,u,1968,26100,408638,128385,9138,28944,26109,192576
u,u,1969,23949,400656,109676,8205,24009,22672,164562
u,u,1970,25512,462674,125002,8900,27566,25109,186577
u,u,1971,18038,387241,95761,6332,20736,20595,143424
u,u,1972,17302,266205,75867,5619,16474,16343,114303
u,u,1973,17604,292284,86409,6192,18266,18157,129024
u,u,1974,15277,275256,75313,5367,15947,15033,111660
u,u,1975,19795,386738,99270,7178,21262,19624,147334
u,u,1976,20593,319350,91591,6767,19825,19350,137533
u,u,1977,20076,320114,98034,7504,21110,20719,147367
u,u,1978,19375,404400,105745,7119,22263,23264,158391
u,u,1979,19820,396061,105909,7069,21740,21793,156511
u,u,1980,18643,324241,100644,6831,20226,20742,148443
u,u,1981,21203,367997,105480,7143,21332,24200,158155
u,u,1982,21199,406399,108371,7537,22448,22898,161254
u,u,1983,24297,439564,123558,8095,24671,26100,182424
u,u,1984,19782,388432,101223,6544,23405,20132,151304
u,u,1985,21780,369750,117414,8019,24244,26386,176063
u,u,1986,20511,386341,112495,7640,22524,23241,165900
u,u,1987,20373,325575,106844,7394,22062,23559,159859
u,u,1988,22255,357621,114869,7940,23251,24518,170578
u,u,1989,23878,414330,131370,9300,27716,28279,196665
u,u,1990,25943,485092,141306,10115,28790,31430,211641
u,u,1991,25507,436061,136192,9268,28089,29388,202937
u,u,1992,26336,511855,145387,10499,30266,32656,218808
u,u,1993,25926,396649,136256,9792,27862,31427,205337
u,u,1994,24447,387507,125151,9302,26641,28707,189801
u,u,1995,21819,368827,113461,8063,24103,26297,171924
u,u,1996,23157,374546,111638,7635,23634,26609,169516
u,u,1997,21982,419628,112988,8087,22697,24382,168154
u,u,1998,21546,376982,108149,7979,22895,26453,165476
u,u,1999,20455,346713,112198,7605,22863,27108,169774
u,u,2000,19465,308937,100408,6882,20367,22830,150487
u,u,2001,18737,315167,104217,7124,21253,23721,156315
u,u,2002,20421,316713,98703,6815,18989,22696,147203
u,u,2003,17575,331052,101840,6855,20133,22066,150894
u,u,2004,20225,319394,106672,7818,22743,25236,162469
u,u,2005,20800,345417,118153,8180,23599,26962,176894
u,u,2006,20214,363576,128671,8461,24548,29158,190838
u,u,2007,21367,373658,123653,7905,24676,27566,183800
u,u,2008,12064,167654,66272,4612,12982,14056,97922
u,u,2009,4823,51719,22645,1653,4535,5056,33889
u,u,2010,1075,10242,4843,347,1026,836,7052
u,u,2011,65,485,63,2,16,3,84
u,u,2012,0,0,0,0,0,0,0
u,u,2013,0,0,0,0,0,0,0
u,u,2014,0,0,0,0,0,0,0
u,f,1922,2,0,8,2,1,1,12
u,f,1923,1178,22898,5816,499,1427,1266,9008
u,f,1924,1656,31124,8003,638,1891,1900,12432
u,f,1925,1431,26311,8306,698,1844,1966,12814
u,f,1926,1675,30465,7687,629,1946,1769,12031
u,f,1927,1969,35830,9521,925,2463,2523,15432
u,f,1928,2217,42658,11129,944,2721,2558,17352
u,f,1929,2504,57356,16377,1372,3287,3239,24275
u,f,1930,1925,40675,13227,1064,2983,3027,20301
u,f,1931,2389,49673,13181,1022,3247,3262,20712
u,f,1932,1685,27804,7675,664,1762,2003,12104
u,f,1933,1649,31151,8858,647,1797,2050,13352
u,f,1934,2298,32750,9673,893,2403,2168,15137
u,f,1935,2820,54715,15610,1262,3528,3299,23699
u,f,1936,2735,48486,12526,960,2897,2956,19339
u,f,1937,2505,68277,16948,1295,3449,3621,25313
u,f,1938,2466,37970,12549,907,2845,2824,19125
u,f,1939,1701,33569,8852,679,1944,1959,13434
u,f,1940,1578,47663,9854,657,2087,1999,14597
u,f,1941,2105,36941,10572,742,2184,2325,15823
u,f,1942,2003,37066,10236,837,2497,2351,15921
u,f,1943,2049,54971,12725,784,2717,2929,19155
u,f,1944,2215,34124,9190,766,2086,2183,14225
u,f,1945,2171,65985,16108,1088,3166,3240,23602
u,f,1946,3061,54154,14526,1127,3077,2880,21610
u,f,1947,2353,36645,11152,862,2389,2389,16792
u,f,1948,2167,44746,12944,933,2716,2486,19079
u,f,1949,2263,43319,12645,944,2517,2517,18623
u,f,1950,2653,47380,14010,1102,2803,2783,20698
u,f,1951,2723,54965,15241,1119,3134,2891,22385
u,f,1952,3122,59550,17464,1327,4024,4242,27057
u,f,1953,2630,42615,13135,990,2856,3023,20004
u,f,1954,2933,57155,16188,1206,3485,3486,24365
u,f,1955,2307,39631,11126,804,2354,2218,16502
u,f,1956,2584,55444,17625,1344,3379,3383,25731
u,f,1957,2437,50854,17130,1283,3444,3385,25242
u,f,1958,2606,44364,13880,1035,2940,3005,20860
u,f,1959,2393,64159,17180,1143,3270,3602,25195
u,f,1960,2861,42878,13324,1035,3021,2882,20262
u,f,1961,2767,59594,21224,1475,4303,4121,31123
u,f,1962,2757,39990,14017,967,3201,2643,20828
u,f,1963,2521,44067,14203,977,2840,3536,21556
u,f,1964,2592,36122,15145,1173,2971,3535,22824
u,f,1965,2664,57460,16140,1063,3211,3370,23784
u,f,1966,2278,38347,14229,1006,2859,3132,21226
u,f,1967,2436,34774,11880,877,2494,2239,17490
u,f,1968,2656,49599,15211,983,3055,3239,22488
u,f,1969,2503,40888,14292,891,2645,2933,20761
u,f,1970,3631,48937,14467,1180,3279,3357,22283
u,f,1971,1787,22046,8002,630,1664,1946,12242
u,f,1972,2009,38898,9578,728,2038,1938,14282
u,f,1973,2583,36942,13786,1046,2896,3399,21127
u,f,1974,2808,49826,17471,1209,3220,4196,26096
u,f,1975,2782,62753,15307,981,2930,3433,22651
u,f,1976,2796,65655,20218,1320,3792,4320,29650
u,f,1977,2535,56238,18802,1219,3308,3802,27131
u,f,1978,2893,58642,19251,1200,3591,4775,28817
u,f,1979,3735,88934,31272,1695,5643,7439,46049
u,f,1980,3746,63920,21547,1493,4260,5160,32460
u,f,1981,2936,46228,16234,1084,3259,4034,24611
u,f,1982,3227,79915,26223,1730,4801,5992,38746
u,f,1983,2731,48795,16449,1067,3137,3626,24279
u,f,1984,3192,62491,19407,1266,3714,4613,29000
u,f,1985,3577,81080,24988,1695,4938,5927,37548
u,f,1986,3317,61374,19947,1252,3637,4517,29353
u,f,1987,3948,90000,26096,1577,4823,6189,38685
u,f,1988,5168,97490,38513,2431,6961,8983,56888
u,f,1989,4354,121112,30003,1696,5478,6924,44101
u,f,1990,4659,88938,28314,2119,5416,6678,42527
u,f,1991,4974,87993,30108,2286,5934,6990,45318
u,f,1992,5348,122556,38171,2329,7171,9823,57494
u,f,1993,5021,111403,35841,2434,6090,8663,53028
u,f,1994,5968,147230,47547,2700,8026,11338,69611
u,f,1995,5608,86640,28634,1988,6042,7062,43726
u,f,1996,6616,111440,33497,2230,6713,8209,50649
u,f,1997,6326,116685,34155,2155,6147,8623,51080
u,f,1998,5029,96839,30233,1855,5695,7245,45028
u,f,1999,5695,76858,29989,2118,6212,7611,45930
u,f,2000,5552,87835,33051,2268,6367,7919,49605
u,f,2001,5513,113130,31767,2181,6522,7918,48388
u,f,2002,5416,78918,27674,1917,5742,6553,41886
u,f,2003,5859,108415,38529,2598,7089,8688,56904
u,f,2004,5390,100801,35397,2505,6373,7991,52266
u,f,2005,5769,103778,34109,2363,6427,7699,50598
u,f,2006,5730,108928,41539,2725,7452,9019,60735
u,f,2007,5989,64306,29736,2241,6078,6762,44817
u,f,2008,5302,66116,33034,2350,6683,8222,50289
u,f,2009,2942,34810,20395,1235,3837,4592,30059
u,f,2010,12,0,67,3,12,6,88
u,f,2011,0,0,0,0,0,0,0
u,f,2012,0,0,0,0,0,0,0
u,f,2013,0,0,0,0,0,0,0
u,f,2014,0,0,0,0,0,0,0
u,m,1922,471,9290,1681,89,327,326,2423
u,m,1923,6190,120110,30004,2223,7335,6632,46194
u,m,1924,6118,101554,23070,1722,5570,5428,35790
u,m,1925,6050,128974,29570,2176,6663,6487,44896
u,m,1926,6039,197354,29886,2277,6698,6103,44964
u,m,1927,7317,174517,32499,2406,8239,7370,50514
u,m,1928,7424,128595,32528,2428,7964,6936,49856
u,m,1929,7924,116824,31329,2368,8024,6375,48096
u,m,1930,7935,154744,36327,2583,8425,7619,54954
u,m,1931,5288,127707,27798,1995,6511,5783,42087
u,m,1932,5760,116250,29286,1991,6525,6264,44066
u,m,1933,8120,222309,40107,2989,8608,7670,59374
u,m,1934,6739,200902,39713,2687,8742,8400,59542
u,m,1935,8654,182762,49637,3519,10440,10397,73993
u,m,1936,5589,80335,23732,1865,5659,5645,36901
u,m,1937,6997,110207,28221,2139,6490,5949,42799
u,m,1938,5696,100838,28066,2072,5956,5730,41824
u,m,1939,5021,112271,24704,1767,5401,5305,37177
u,m,1940,5561,114861,30690,2149,6408,6378,45625
u,m,1941,5314,100555,25535,1834,5637,5845,38851
u,m,1942,6030,99716,30943,2019,6488,5921,45371
u,m,1943,6400,118696,29389,2081,6462,4953,42885
u,m,1944,5211,75391,21148,1569,4856,4173,31746
u,m,1945,5984,110966,29057,1968,5908,5025,41958
u,m,1946,8063,166818,41151,2703,7903,8447,60204
u,m,1947,9782,171198,45541,3317,9721,9354,67933
u,m,1948,6516,159864,34644,2318,6926,7224,51112
u,m,1949,7339,132074,33092,2213,6698,6844,48847
u,m,1950,9204,234856,56275,3134,10595,11009,81013
u,m,1951,8565,195478,48279,3260,9662,8636,69837
u,m,1952,8641,168627,46076,3256,9587,9849,68768
u,m,1953,8306,172124,45586,3089,9360,8784,66819
u,m,1954,8533,143720,41403,2692,7988,7699,59782
u,m,1955,9845,184575,54938,3737,10637,10054,79366
u,m,1956,9343,155029,43953,3058,9073,7932,64016
u,m,1957,7905,148512,39527,2656,7685,7805,57673
u,m,1958,8079,143240,44374,3382,9251,8493,65500
u,m,1959,9835,226676,56884,3336,10618,10383,81221
u,m,1960,8486,156683,44736,2817,8690,8440,64683
u,m,1961,10410,181530,53324,3405,10242,10427,77398
u,m,1962,8360,136711,42699,2674,8333,7767,61473
u,m,1963,9418,139613,47579,3188,9535,9247,69549
u,m,1964,10328,184931,54502,3774,10858,10560,79694
u,m,1965,11208,201469,59051,3722,11632,11186,85591
u,m,1966,11697,193320,63383,3934,11843,12894,92054
u,m,1967,10692,182293,56430,3595,11313,11687,83025
u,m,1968,12675,189480,64968,4129,13043,12837,94977
u,m,1969,12853,200647,56333,3970,11507,10627,82437
u,m,1970,11498,182855,61089,3909,11283,12472,88753
u,m,1971,10220,154466,47807,3334,9490,9505,70136
u,m,1972,8671,146831,45738,3009,8806,9604,67157
u,m,1973,9707,166766,46292,3111,9132,9799,68334
u,m,1974,10446,171694,52453,3341,10767,10236,76797
u,m,1975,9251,155574,46632,2891,8928,9107,67558
u,m,1976,9258,143042,42994,2758,8712,8605,63069
u,m,1977,8728,165720,47915,3085,8779,9509,69288
u,m,1978,10301,174627,56203,3534,10474,10830,81041
u,m,1979,10916,201096,57437,3660,10980,12920,84997
u,m,1980,10119,196531,55816,3431,10762,11838,81847
u,m,1981,10416,216077,57595,4006,10905,12118,84624
u,m,1982,10184,215791,62044,3871,11631,12721,90267
u,m,1983,9753,259078,64791,3812,11734,13236,93573
u,m,1984,11115,157481,76047,4095,13754,17014,110910
u,m,1985,9358,195367,55524,3230,9845,11614,80213
u,m,1986,9366,142803,47687,3010,8906,9467,69070
u,m,1987,9391,128843,48699,3054,9012,10109,70874
u,m,1988,10880,180844,56926,3518,10644,12674,83762
u,m,1989,11104,158394,52671,3411,10019,10612,76713
u,m,1990,11991,196062,60818,3667,11289,12515,88289
u,m,1991,11315,198753,62941,4340,13486,13846,94613
u,m,1992,9171,121028,41413,2942,8493,9253,62101
u,m,1993,9851,121576,44159,3186,9122,10275,66742
u,m,1994,10118,172668,51622,3447,10215,11625,76909
u,m,1995,10557,200273,60910,3824,11340,12922,88996
u,m,1996,10610,164399,51091,3259,9924,11947,76221
u,m,1997,13438,210296,65919,4485,13359,15555,99318
u,m,1998,10323,191918,53728,2984,9887,11842,78441
u,m,1999,10593,204110,57226,3660,10801,12817,84504
u,m,2000,12501,211327,68850,4651,13864,14705,102070
u,m,2001,10522,164479,54115,3351,10060,11865,79391
u,m,2002,10305,155892,54625,3555,9884,10965,79029
u,m,2003,10778,146451,54111,3713,11227,12005,81056
u,m,2004,11577,166687,57110,3898,11066,12987,85061
u,m,2005,11146,148998,55477,3982,11534,12690,83683
u,m,2006,10989,134846,53954,3395,10576,11819,79744
u,m,2007,10382,155911,50909,3268,9994,10928,75099
u,m,2008,9138,115276,48605,2935,8731,11411,71682
u,m,2009,7059,105344,42362,2613,7660,8453,61088
u,m,2010,83,257,360,29,41,47,477
u,m,2011,70,7555,1332,20,259,226,1837
u,m,2012,0,0,0,0,0,0,0
u,m,2013,16,0,181,23,63,41,308
u,m,2014,0,0,0,0,0,0,0
f,u,1922,1426,90731,51540,3690,11554,29684,96468
f,u,1923,4656,535406,158067,12718,35880,105332,311997
f,u,1924,4191,413320,143809,11820,30691,86491,272811
f,u,1925,4311,478131,161941,12226,35578,103743,313488
f,u,1926,5526,531935,184058,15243,40678,111862,351841
f,u,1927,4589,377371,148322,11927,32579,88391,281219
f,u,1928,5049,564565,205284,16069,43433,126954,391740
f,u,1929,6552,765470,237530,18195,52646,150536,458907
f,u,1930,6571,721583,246136,19076,51547,141199,457958
f,u,1931,5710,476834,192456,16166,41101,116474,366197
f,u,1932,4246,401539,158003,12322,31485,92207,294017
f,u,1933,5096,543394,186947,15597,38509,110997,352050
f,u,1934,4068,328053,135785,11431,27513,77252,251981
f,u,1935,4814,506472,189779,14868,36486,112976,354109
f,u,1936,5509,524636,182238,14231,33804,101942,332215
f,u,1937,4674,484052,193558,14748,36021,111752,356079
f,u,1938,3913,398778,156084,10933,28002,84726,279745
f,u,1939,3379,335457,114501,8248,22001,62110,206860
f,u,1940,3671,405926,144731,10465,26084,73622,254902
f,u,1941,4339,507280,164285,11938,28810,89825,294858
f,u,1942,3758,387716,140303,10404,26128,74318,251153
f,u,1943,4609,436460,157671,11678,28423,80217,277989
f,u,1944,3746,310838,118511,8720,21172,64207,212610
f,u,1945,5470,531941,184269,13622,32726,95866,326483
f,u,1946,7523,636785,249955,19675,46939,135834,452403
f,u,1947,7536,864133,298006,22596,53625,160075,534302
f,u,1948,7381,676749,263971,21359,52705,147281,485316
f,u,1949,5819,514651,201891,14537,36513,105317,358258
f,u,1950,8055,916222,320986,25070,66231,184045,596332
f,u,1951,6963,708826,283077,21603,54217,157405,516302
f,u,1952,6807,748703,256606,20422,51507,147321,475856
f,u,1953,7058,567923,208648,15063,38942,110764,373417
f,u,1954,5859,626419,222817,16005,40509,117394,396725
f,u,1955,6813,781333,263147,18949,49470,144008,475574
f,u,1956,7533,755236,278832,21312,54741,151171,506056
f,u,1957,8017,835590,319620,24589,61107,167414,572730
f,u,1958,5812,522449,204917,14920,39125,112731,371693
f,u,1959,6990,559735,202068,15569,40621,117640,375898
f,u,1960,8727,745445,311540,22929,60104,167970,562543
f,u,1961,9217,816153,323295,24360,60303,180333,588291
f,u,1962,9374,841330,312295,23478,59156,167637,562566
f,u,1963,8068,717790,267177,19716,51360,148647,486900
f,u,1964,8037,703707,280471,20773,53661,153964,508869
f,u,1965,9391,714586,293283,23266,58628,160563,535740
f,u,1966,9227,784205,312414,23261,59143,173504,568322
f,u,1967,11725,1020241,408390,30878,80514,234214,753996
f,u,1968,12150,965207,397690,29246,79147,224547,730630
f,u,1969,13571,1128132,412795,33039,81944,236085,763863
f,u,1970,12938,1087736,411155,31054,81826,235044,759079
f,u,1971,9521,621967,266880,20859,52801,152323,492863
f,u,1972,9472,796320,308152,23526,61272,177187,570137
f,u,1973,8548,498463,259335,20826,51491,143886,475538
f,u,1974,8405,555431,267335,21186,54462,155743,498726
f,u,1975,10677,824299,347137,27274,71332,200162,645905
f,u,1976,11632,935559,359754,27454,70057,200427,657692
f,u,1977,10925,875396,365712,27085,69654,197126,659577
f,u,1978,9259,738446,326572,23279,60376,178176,588403
f,u,1979,11147,910556,360792,27656,68972,202036,659456
f,u,1980,10504,744221,322160,24165,60220,176378,582923
f,u,1981,11155,826988,351563,26887,66749,190694,635893
f,u,1982,11352,878048,363626,27760,68801,192304,652491
f,u,1983,12902,909064,391050,29141,72968,208338,701497
f,u,1984,10719,729586,357152,26017,65057,198909,647135
f,u,1985,12236,931566,399168,29890,73394,220139,722591
f,u,1986,12209,871257,397792,28259,74155,218754,718960
f,u,1987,11054,731019,336702,25982,62457,182131,607272
f,u,1988,12984,908152,402206,30271,75153,225613,733243
f,u,1989,14327,848782,431432,30927,78869,238915,780143
f,u,1990,15724,1053314,489013,35669,88309,270503,883494
f,u,1991,14487,969499,458235,33881,87402,256623,836141
f,u,1992,15464,975792,497672,36275,90795,279581,904323
f,u,1993,15235,904721,464745,33542,84671,259336,842294
f,u,1994,15349,1023098,494799,36248,90568,277203,898818
f,u,1995,13155,926417,393856,27973,74359,226960,723148
f,u,1996,14189,922248,416693,31654,78724,237187,764258
f,u,1997,12823,808311,384060,27780,72198,216865,700903
f,u,1998,12433,814380,386369,27720,70124,218291,702504
f,u,1999,12985,778035,388545,27694,70812,224791,711842
f,u,2000,12701,857516,371359,26176,70018,213419,680972
f,u,2001,10404,757636,338999,22792,59594,197620,619005
f,u,2002,10425,752189,324648,22821,60145,188534,596148
f,u,2003,9444,613803,293550,20970,55318,168902,538740
f,u,2004,11108,630537,328824,24011,60659,189382,602876
f,u,2005,11978,751477,393091,28027,71406,219776,712300
f,u,2006,12044,761794,412715,27554,69654,231698,741621
f,u,2007,13113,840140,438380,28992,74972,238571,780915
f,u,2008,7700,471965,264597,19419,49817,145453,479286
f,u,2009,3257,169268,115225,8165,21503,64238,209131
f,u,2010,659,40616,15917,1208,2909,8577,28611
f,u,2011,4,0,0,0,0,1,1
f,u,2012,0,0,0,0,0,0,0
f,u,2013,0,0,0,0,0,0,0
f,u,2014,0,0,0,0,0,0,0
f,f,1922,3,0,14,6,1,5,26
f,f,1923,1279,151234,60301,4904,11958,34597,111760
f,f,1924,1701,259408,85286,6643,16477,53230,161636
f,f,1925,1777,233137,93102,7146,18664,54883,173795
f,f,1926,2063,292776,99924,7730,19891,62191,189736
f,f,1927,2219,301033,113950,8972,22067,67711,212700
f,f,1928,2405,334950,119602,8906,21609,67794,217911
f,f,1929,2537,330465,130491,10274,24519,76651,241935
f,f,1930,2317,308214,135266,10178,25806,77987,249237
f,f,1931,2452,336864,126235,10027,24358,72599,233219
f,f,1932,1980,284074,124251,9132,22247,69383,225013
f,f,1933,2111,249463,109699,8035,19077,62769,199580
f,f,1934,2736,375463,144023,11173,25847,80823,261866
f,f,1935,2973,383653,152205,11547,28475,86024,278251
f,f,1936,3406,459633,169134,13234,31643,95429,309440
f,f,1937,2870,429044,167269,11914,27597,86992,293772
f,f,1938,2914,470072,186309,12850,31754,109832,340745
f,f,1939,1827,240938,89785,6409,15825,47005,159024
f,f,1940,1626,272247,100540,6831,16605,48094,172070
f,f,1941,2733,402425,130068,9414,23278,71620,234380
f,f,1942,2145,380297,126501,9297,22184,67471,225453
f,f,1943,2302,313418,117344,8175,19372,56335,201226
f,f,1944,2363,336171,118143,8617,20238,61910,208908
f,f,1945,2746,411265,143066,9884,24213,76711,253874
f,f,1946,3369,467320,160713,11701,27104,84539,284057
f,f,1947,3048,408117,153750,11443,25567,77156,267916
f,f,1948,2540,406283,145368,10721,25045,75599,256733
f,f,1949,2703,425925,154628,10740,25290,77712,268370
f,f,1950,2781,381185,156290,10862,25953,77748,270853
f,f,1951,3109,514057,172140,11726,28415,85076,297357
f,f,1952,2996,377430,144279,10766,26043,75986,257074
f,f,1953,2783,375825,144246,9764,23877,71778,249665
f,f,1954,3037,401181,160827,11113,28078,84738,284756
f,f,1955,2834,411108,154352,10103,25076,74787,264318
f,f,1956,2598,373248,141790,10724,24354,71238,248106
f,f,1957,2714,336333,135025,10146,24440,67736,237347
f,f,1958,2307,287880,106291,7499,17917,54414,186121
f,f,1959,2233,283175,114138,7578,18796,56812,197324
f,f,1960,2550,287135,124688,8815,20804,62074,216381
f,f,1961,2262,274321,112109,7728,18551,55859,194247
f,f,1962,2249,266555,106282,7754,18026,53465,185527
f,f,1963,2195,241243,114164,7774,19173,57133,198244
f,f,1964,2405,245189,110167,8437,18879,52854,190337
f,f,1965,2190,229267,102541,7623,18483,51568,180215
f,f,1966,2472,242602,106957,7801,18082,50435,183275
f,f,1967,2327,203110,95108,7122,16895,49444,168569
f,f,1968,2644,292068,133370,9257,23199,68857,234683
f,f,1969,2588,293190,131637,9472,22381,63987,227477
f,f,1970,3003,276114,117648,9165,20993,57041,204847
f,f,1971,1881,154983,79165,5902,13670,42355,141092
f,f,1972,1759,170907,73921,5222,12927,38482,130552
f,f,1973,2629,230623,130116,9522,23322,65538,228498
f,f,1974,2172,220013,96105,7101,17150,51922,172278
f,f,1975,2872,281402,124644,9175,22037,65630,221486
f,f,1976,2990,304659,132368,10292,23861,69625,236146
f,f,1977,2401,236271,110536,7890,19668,57785,195879
f,f,1978,2724,290749,147370,10431,23870,77476,259147
f,f,1979,3573,387943,185838,13892,32740,100143,332613
f,f,1980,3531,381484,197759,13220,32807,105314,349100
f,f,1981,3528,441728,207193,13766,34195,108499,363653
