chargender,authgender,date,characters,speaking,agent,mod,patient,poss,total
f,f,1982,3454,454148,212180,13641,33154,107720,366695
f,f,1983,2605,253265,155574,10724,25695,76515,268508
f,f,1984,3213,340595,167599,11182,26905,84050,289736
f,f,1985,3809,406453,209659,13980,34121,111644,369404
f,f,1986,3330,320279,173833,11939,29072,92860,307704
f,f,1987,4415,507808,253834,17519,41684,136835,449872
f,f,1988,5000,514272,254847,15951,40045,133803,444646
f,f,1989,5189,425067,266655,17758,43229,136635,464277
f,f,1990,5092,410883,229810,15810,37977,122899,406496
f,f,1991,5569,550991,290023,20079,48353,150320,508775
f,f,1992,5555,612240,309537,19540,48636,159728,537441
f,f,1993,5455,504717,266270,17686,43972,143831,471759
f,f,1994,6518,702573,379339,23269,59055,200586,662249
f,f,1995,5880,641707,316320,20226,51364,165999,553909
f,f,1996,7102,792329,367515,23397,59068,193458,643438
f,f,1997,6957,705555,330780,21194,55389,186459,593822
f,f,1998,6134,610120,322774,21475,52788,179769,576806
f,f,1999,6580,760009,367372,24132,59795,197980,649279
f,f,2000,6128,719397,370223,24606,59394,197452,651675
f,f,2001,6295,672050,331715,21520,53546,176367,583148
f,f,2002,6309,586105,306905,20665,49861,164993,542424
f,f,2003,6348,665602,356123,23769,58565,197010,635467
f,f,2004,6161,631048,317615,21782,52819,170214,562430
f,f,2005,6457,697830,345389,22884,57594,190516,616383
f,f,2006,6444,730336,389139,24631,60855,214403,689028
f,f,2007,6584,641696,369014,24336,60318,205692,659360
f,f,2008,5956,447039,337269,21727,55855,179166,594017
f,f,2009,3501,193531,186214,12604,30875,103586,333279
f,f,2010,3,0,124,2,17,66,209
f,f,2011,0,0,0,0,0,0,0
f,f,2012,0,0,0,0,0,0,0
f,f,2013,0,0,0,0,0,0,0
f,f,2014,0,0,0,0,0,0,0
f,m,1922,392,41598,14317,932,2594,9324,27167
f,m,1923,4249,513751,174916,13969,36182,104461,329528
f,m,1924,4421,541945,188991,14139,36853,106964,346947
f,m,1925,3632,460450,158224,12340,32054,95932,298550
f,m,1926,3864,487777,156497,12536,31424,91329,291786
f,m,1927,4769,569126,187366,14090,39464,112487,353407
f,m,1928,4271,455278,155582,12524,32905,87994,289005
f,m,1929,4939,510308,184683,14191,38115,106077,343066
f,m,1930,4973,556998,180870,14603,37579,103045,336097
f,m,1931,3475,349055,127516,9564,25386,70485,232951
f,m,1932,4104,413157,165137,13243,32688,89838,300906
f,m,1933,4205,418978,151226,12466,30332,84385,278409
f,m,1934,4257,449273,169057,14161,34310,95219,312747
f,m,1935,5169,515833,195558,14956,37422,108955,356891
f,m,1936,3580,403182,148998,11469,27763,81764,269994
f,m,1937,4842,495002,193855,14708,35383,97819,341765
f,m,1938,3418,338395,129159,9847,24250,64802,228058
f,m,1939,2865,289044,104159,7905,19573,55510,187147
f,m,1940,3525,357328,142072,10187,26679,71271,250209
f,m,1941,3302,317245,125342,9285,23587,67388,225602
f,m,1942,3331,305751,120475,8920,23104,62433,214932
f,m,1943,3678,391696,134887,9738,24373,65206,234204
f,m,1944,2874,278943,104265,7512,19149,52658,183584
f,m,1945,3764,359433,136081,10289,24544,66906,237820
f,m,1946,5253,531671,195517,14190,34786,98160,342653
f,m,1947,5999,586910,214278,16133,38687,108485,377583
f,m,1948,4673,481273,181922,13463,33159,94523,323067
f,m,1949,4713,460461,169159,12734,31091,85468,298452
f,m,1950,5459,607448,210613,14372,37086,104858,366929
f,m,1951,5829,571258,221554,16004,41313,111951,390822
f,m,1952,5623,623833,225995,16488,41481,113952,397916
f,m,1953,5084,540889,200302,13975,35773,97637,347687
f,m,1954,5646,581400,217878,15909,39066,109653,382506
f,m,1955,5804,652244,217390,15719,38973,108284,380366
f,m,1956,5163,554080,203687,13855,36054,103835,357431
f,m,1957,4836,473509,178167,12128,32605,87724,310624
f,m,1958,4930,463209,184324,13346,34786,90726,323182
f,m,1959,5531,539028,195264,13437,34253,98348,341302
f,m,1960,5431,461268,186822,14224,34564,94388,329998
f,m,1961,6324,541580,224752,16359,41953,112351,395415
f,m,1962,5585,498018,185006,13293,33765,90345,322409
f,m,1963,5728,380974,185020,13415,35078,96624,330137
f,m,1964,5555,466935,203738,14881,37175,101625,357419
f,m,1965,5947,464899,185811,12750,33494,94374,326429
f,m,1966,6439,524866,214002,15278,38858,112082,380220
f,m,1967,6340,498794,226783,16150,41875,116791,401599
f,m,1968,7312,594685,252274,18833,47229,131021,449357
f,m,1969,7740,554804,242156,17434,43902,125418,428910
f,m,1970,7261,520832,227199,16433,41885,116644,402161
f,m,1971,5642,375998,171155,12540,31833,89836,305364
f,m,1972,4852,331968,154184,11000,29157,79816,274157
f,m,1973,5817,378683,173070,12584,31961,88526,306141
f,m,1974,5524,343435,160926,11557,29861,83082,285426
f,m,1975,4989,390647,171453,11424,31145,88210,302232
f,m,1976,4990,396433,186038,12322,32758,94315,325433
f,m,1977,5011,340880,159002,11081,28110,81233,279426
f,m,1978,6291,521955,228587,15432,40279,110802,395100
f,m,1979,5620,474794,195958,13706,34616,103999,348279
f,m,1980,5812,495613,203065,13851,35293,99490,351699
f,m,1981,5785,480711,222295,15539,38646,113011,389491
f,m,1982,5677,478746,209740,13648,36556,103354,363298
f,m,1983,5011,387810,182388,12069,31857,94236,320550
f,m,1984,5851,460634,210068,14254,37099,104810,366231
f,m,1985,5045,464729,189581,12471,32839,94862,329753
f,m,1986,5471,415256,203494,12972,33994,103896,354356
f,m,1987,5924,421409,199031,13603,34710,101860,349204
f,m,1988,6331,487014,230088,14655,39648,123102,407493
f,m,1989,6686,507207,245257,16586,43016,126727,431586
f,m,1990,6694,535826,233418,15124,40689,122750,411981
f,m,1991,6757,494591,250243,16897,43289,134118,444547
f,m,1992,5862,443596,211505,13988,36054,106823,368370
f,m,1993,6262,438584,218943,14604,38512,112266,384325
f,m,1994,6152,445086,207768,13584,35842,108682,365876
f,m,1995,6472,610516,261131,16520,44401,138844,460896
f,m,1996,6188,499982,225903,14546,37753,122132,400334
f,m,1997,7582,656184,283574,18307,49281,146821,497983
f,m,1998,6688,477918,236864,15651,41666,132210,426391
f,m,1999,6054,479994,247732,16245,41904,131421,437302
f,m,2000,7512,603195,277033,18033,47792,145205,488063
f,m,2001,6796,507387,236689,15727,40822,125605,418843
f,m,2002,6352,503865,238507,15141,40421,128207,422276
f,m,2003,7098,588782,272212,17851,46566,141917,478546
f,m,2004,7802,510349,280593,18766,48276,148087,495722
f,m,2005,6972,508835,254761,16596,44513,135008,450878
f,m,2006,6625,404638,237481,15908,40417,127030,420836
f,m,2007,6719,471889,262203,17793,45450,137933,463379
f,m,2008,5437,334286,216209,14333,38019,115047,383608
f,m,2009,4436,228618,165435,10869,28502,83808,288614
f,m,2010,73,4265,3635,264,561,1795,6255
f,m,2011,32,4590,1139,25,172,509,1845
f,m,2012,0,0,0,0,0,0,0
f,m,2013,3,0,18,3,2,9,32
f,m,2014,0,0,0,0,0,0,0
m,u,1922,3772,120243,91354,6544,21461,46051,165410
m,u,1923,14061,1068767,335818,24717,75909,188310,624754
m,u,1924,11229,725566,251936,19840,53558,135297,460631
m,u,1925,12711,981460,316451,24425,71608,176331,588815
m,u,1926,16010,1009848,339970,26513,77547,190328,634358
m,u,1927,14111,821262,287666,22940,64251,157295,532152
m,u,1928,14788,1040769,401830,29567,85648,222784,739829
m,u,1929,19630,1407090,473453,36556,104528,261379,875916
m,u,1930,17702,1464219,496602,36326,109231,264355,906514
m,u,1931,15479,1152815,403534,30502,83756,212333,730125
m,u,1932,12931,906505,313248,23134,63967,165004,565353
m,u,1933,13530,1122038,373609,27892,76682,187118,665301
m,u,1934,11757,745946,286499,21872,57454,147324,513149
m,u,1935,13540,1142456,381437,29031,73119,194501,678088
m,u,1936,16359,1097444,366888,28552,71521,195052,662013
m,u,1937,14105,1108002,374525,27142,72605,184359,658631
m,u,1938,12505,855606,335564,24707,64558,168231,593060
m,u,1939,11110,951161,303664,20622,56934,148534,529754
m,u,1940,11135,934314,324249,22469,59600,151684,558002
m,u,1941,11474,914416,318409,22178,63485,160130,564202
m,u,1942,13228,1035485,348909,24625,63493,160616,597643
m,u,1943,14738,1007680,379078,26857,68126,173137,647198
m,u,1944,11946,772371,272683,19497,50062,131188,473430
m,u,1945,15942,1217534,420964,30687,74731,195806,722188
m,u,1946,23870,1766578,618137,45559,114795,299500,1077991
m,u,1947,21446,1849274,648577,47412,118733,309939,1124661
m,u,1948,21642,1521487,582371,43141,114763,282488,1022763
m,u,1949,17516,1200011,466496,33045,90722,225871,816134
m,u,1950,21911,2098398,703362,49887,143538,357795,1254582
m,u,1951,19622,1657428,634753,47037,123612,310245,1115647
m,u,1952,19088,1658966,570145,42854,114693,285775,1013467
m,u,1953,21230,1416810,501033,35813,96277,246313,879436
m,u,1954,17970,1437876,541266,37596,101064,264097,944023
m,u,1955,22182,1771227,628239,43991,115642,307373,1095245
m,u,1956,21510,1748386,631720,44874,119912,301251,1097757
m,u,1957,22427,1813743,637376,47590,121199,299431,1105596
m,u,1958,18158,1335097,527138,36299,98337,257371,919145
m,u,1959,21066,1387921,490150,35554,99255,249114,874073
m,u,1960,23764,1881958,714165,47968,135846,355183,1253162
m,u,1961,26590,2046244,757439,53351,146563,388211,1345564
m,u,1962,28171,2160583,761637,53359,150020,377341,1342357
m,u,1963,24584,1610460,650753,46854,127243,325477,1150327
m,u,1964,24658,1737669,657968,46613,126984,326605,1158170
m,u,1965,28887,1820545,741936,53678,142235,358599,1296448
m,u,1966,26769,1959751,676915,48364,127489,332292,1185060
m,u,1967,36120,2316649,890597,65313,180026,446766,1582702
m,u,1968,41082,2259417,903660,66147,186729,446461,1602997
m,u,1969,38012,2425993,869958,65648,173459,447871,1556936
m,u,1970,39137,2199572,847598,65090,175978,441640,1530306
m,u,1971,25960,1429756,583156,43085,113673,297074,1036988
m,u,1972,27403,1753421,656397,47616,126069,318260,1148342
m,u,1973,25512,1242002,577189,43361,115015,285756,1021321
m,u,1974,23786,1258491,560005,41020,109233,266003,976261
m,u,1975,29234,1667984,663693,50160,132773,328834,1175460
m,u,1976,33946,2043804,786523,57963,154822,384668,1383976
m,u,1977,30525,1748850,731553,52376,140386,353566,1277881
m,u,1978,28492,1830133,707241,49015,132861,351024,1240141
m,u,1979,31201,1908928,734964,52838,140724,348747,1277273
m,u,1980,29520,1578756,707803,49843,129143,340939,1227728
m,u,1981,31975,1854320,713354,51297,137540,342983,1245174
m,u,1982,31104,1807830,720259,52801,138291,348856,1260207
m,u,1983,37003,1978028,780076,55874,151564,379731,1367245
m,u,1984,29528,1443303,658392,47775,123463,317448,1147078
m,u,1985,32607,1617823,724014,52695,135110,349251,1261070
m,u,1986,32571,1787621,733192,53527,141072,354436,1282227
m,u,1987,29189,1419121,656836,47985,123269,313451,1141541
m,u,1988,32960,1776483,754827,55651,141493,367068,1319039
m,u,1989,35308,1727736,805841,57883,152406,391902,1408032
m,u,1990,39439,2060951,880864,63970,165888,444171,1554893
m,u,1991,38483,1732117,835834,60981,159361,412501,1468677
m,u,1992,40127,2025211,936444,67811,178594,464426,1647275
m,u,1993,37867,1658467,863502,63714,163391,423904,1514511
m,u,1994,37034,1913545,863123,63581,164873,417931,1509508
m,u,1995,32357,1579556,682962,49012,132994,341471,1206439
m,u,1996,35186,1778526,742602,55413,148114,365114,1311243
m,u,1997,32841,1609257,740989,53114,143687,362251,1300041
m,u,1998,31218,1410685,688747,50440,133453,346906,1219546
m,u,1999,30095,1494331,703462,48627,130834,347415,1230338
m,u,2000,32152,1453531,677412,49054,132098,337076,1195640
m,u,2001,26592,1392833,603275,42154,111600,302125,1059154
m,u,2002,28904,1462641,622129,44481,116038,303668,1086316
m,u,2003,25943,1407342,593805,41644,112526,292982,1040957
m,u,2004,29223,1342640,643919,46732,123311,316581,1130543
m,u,2005,31180,1513615,725892,51390,139004,354628,1270914
m,u,2006,29729,1482410,738784,49845,131706,359042,1279377
m,u,2007,33229,1788212,849907,57287,153770,408294,1469258
m,u,2008,18845,887209,468960,33750,89994,225992,818696
m,u,2009,8845,302636,196454,14663,37381,96345,344843
m,u,2010,1548,66646,31898,2446,6576,15802,56722
m,u,2011,31,1795,34,8,23,0,65
m,u,2012,0,0,0,0,0,0,0
m,u,2013,0,0,0,0,0,0,0
m,u,2014,0,0,0,0,0,0,0
m,f,1922,9,0,50,2,6,4,62
m,f,1923,2422,242407,76104,5802,15386,37682,134974
m,f,1924,3078,242284,89480,7071,18488,47166,162205
m,f,1925,2885,208375,89889,7264,18896,44811,160860
m,f,1926,3442,283991,96177,7538,19428,48549,171692
m,f,1927,3573,330778,118558,10001,25045,60654,214258
m,f,1928,4111,346390,129080,10322,26143,63662,229207
m,f,1929,4542,385467,140758,11529,28729,74825,255841
m,f,1930,3975,354801,130300,10019,27081,62212,229612
m,f,1931,4592,458090,167269,13297,33511,80838,294915
m,f,1932,3761,329828,127729,9918,25515,64446,227608
m,f,1933,4098,345184,130314,10187,25809,64924,231234
m,f,1934,5118,415749,161082,12816,32356,79450,285704
m,f,1935,5787,469369,170036,13343,33657,85402,302438
m,f,1936,5972,482727,177558,14219,36167,85840,313784
m,f,1937,5192,491514,167317,12605,31625,78627,290174
m,f,1938,5841,458953,172844,13794,34624,85696,306958
m,f,1939,3862,371529,130771,9300,24356,62402,226829
m,f,1940,3398,316526,112694,7740,20855,49872,191161
m,f,1941,4913,502444,168521,11979,32018,79325,291843
m,f,1942,4514,416669,142202,11145,27142,66426,246915
m,f,1943,4519,389171,143272,10604,26262,64337,244475
m,f,1944,4982,465982,154059,11396,28471,73135,267061
m,f,1945,5257,563180,177344,12363,31038,78631,299376
m,f,1946,6726,671413,212745,14723,37217,94401,359086
m,f,1947,5836,517508,187665,13969,33235,85082,319951
m,f,1948,4794,507457,172515,12779,31845,76785,293924
m,f,1949,5121,496032,167314,12308,29672,76539,285833
m,f,1950,5623,473703,188053,14008,34338,83826,320225
m,f,1951,5710,477341,179094,13283,32675,82296,307348
m,f,1952,6001,511654,199946,14960,37096,93727,345729
m,f,1953,5456,503532,191703,13870,34844,83469,323886
m,f,1954,6246,516381,201236,14380,38120,96125,349861
m,f,1955,5569,505685,179866,12535,32988,81110,306499
m,f,1956,4942,468734,173937,12940,31471,75637,293985
m,f,1957,4974,417102,169322,12780,30834,70606,283542
m,f,1958,4899,421016,147603,11214,26925,64590,250332
m,f,1959,4306,375797,139699,9966,24882,61614,236161
m,f,1960,5605,536706,193041,13714,34511,81560,322826
m,f,1961,4655,368504,153298,11367,27367,70333,262365
m,f,1962,4764,392452,160743,11321,28962,72219,273245
m,f,1963,4401,370268,157855,11100,28532,69435,266922
m,f,1964,4564,326909,145671,10724,26243,62639,245277
m,f,1965,4326,386684,165652,11792,30865,74014,282323
m,f,1966,4728,400888,158030,11197,27760,67707,264694
m,f,1967,4408,289208,129555,9828,24403,57769,221555
m,f,1968,5168,416691,176694,12769,32800,79057,301320
m,f,1969,5012,401046,161807,11457,29141,72868,275273
m,f,1970,6921,452741,183892,13829,34030,79231,310982
m,f,1971,3772,229255,109115,8048,18960,50629,186752
m,f,1972,3586,222044,106779,7844,19556,47847,182026
m,f,1973,5180,325906,152839,11669,28704,70862,264074
m,f,1974,4491,263616,131122,10107,25442,62969,229640
m,f,1975,5450,325105,143447,10972,27912,64298,246629
m,f,1976,5646,417584,171096,12895,31082,73164,288237
m,f,1977,4650,293546,134374,10140,25180,61457,231151
m,f,1978,5291,399222,175477,12935,32019,84819,305250
m,f,1979,7016,473893,202542,14545,37191,93398,347676
m,f,1980,6510,416207,198747,14290,36562,94641,344240
m,f,1981,6460,463151,205026,14980,38174,92059,350239
m,f,1982,6686,439110,195839,14673,36450,89057,336019
m,f,1983,5048,258243,163748,11895,29773,72840,278256
m,f,1984,6160,425722,180661,12933,33470,84693,311757
m,f,1985,7333,478359,212464,14873,37654,97614,362605
m,f,1986,6217,403470,183430,13237,33565,82050,312282
m,f,1987,7697,525492,237202,16878,43038,110592,407710
m,f,1988,9566,770918,310104,21408,55724,145952,533188
m,f,1989,9070,501789,274220,18781,49907,120627,463535
m,f,1990,9221,540424,257789,18446,47910,119092,443237
m,f,1991,10024,537118,283542,20496,51072,127572,482682
m,f,1992,10380,663113,318860,22399,56959,145227,543445
m,f,1993,9509,584628,276760,19071,50973,131376,478180
m,f,1994,11927,820598,385409,25288,68226,178701,657624
m,f,1995,10818,708733,338172,23414,61036,154470,577092
m,f,1996,12840,939974,389796,26182,68933,171232,656143
m,f,1997,13169,889892,397235,27800,72783,192666,690484
m,f,1998,10815,729392,330456,23619,61693,159601,575369
m,f,1999,11701,770545,375967,26523,66715,167444,636649
m,f,2000,11215,721800,375461,27469,68486,171978,643394
m,f,2001,11582,791728,363820,25454,66449,171735,627458
m,f,2002,11560,793263,360722,25565,63817,164036,614140
m,f,2003,12008,786602,387470,28338,71044,178489,665341
m,f,2004,11320,822186,375053,26223,67125,167960,636361
m,f,2005,12007,802179,389503,27328,70220,183513,670564
m,f,2006,11560,812415,420458,29383,75152,195684,720677
m,f,2007,12366,754506,413520,28625,74446,193688,710279
m,f,2008,11614,578738,392420,27733,73406,185591,679150
m,f,2009,6280,235689,213100,14912,39841,100105,367958
m,f,2010,6,0,60,2,8,54,124
m,f,2011,0,0,0,0,0,0,0
m,f,2012,0,0,0,0,0,0,0
m,f,2013,0,0,0,0,0,0,0
m,f,2014,0,0,0,0,0,0,0
m,m,1922,983,84569,26850,1723,4919,15342,48834
m,m,1923,12466,1235028,398927,29190,79866,214727,722710
m,m,1924,12366,1182511,394996,28801,78173,201719,703689
m,m,1925,11495,1195884,364078,27265,72544,196093,659980
m,m,1926,11391,1027887,332030,24864,68042,177990,602926
m,m,1927,14318,1419058,450549,33416,93432,236693,814090
m,m,1928,13667,1222209,403470,29299,81626,207802,722197
m,m,1929,14544,1216226,441508,32365,89841,220667,784381
m,m,1930,15236,1508416,481400,35728,95328,244168,856624
m,m,1931,10608,981330,339656,23264,64917,163521,591358
m,m,1932,12197,1147627,411265,30343,80004,194592,716204
m,m,1933,12804,1189983,402208,28852,76097,195236,702393
m,m,1934,12459,1266641,445543,32709,85655,218681,782588
m,m,1935,16231,1426907,511082,37641,95817,249492,894032
m,m,1936,12128,1064746,382389,27721,72233,188334,670677
m,m,1937,14705,1222791,455515,32922,83143,213599,785179
m,m,1938,11161,1049301,367699,25472,66546,170974,630691
m,m,1939,9523,834352,297858,20449,54296,140853,513456
m,m,1940,11993,1229146,425282,28285,74401,190326,718294
m,m,1941,10336,983938,335831,22646,59820,155034,573331
m,m,1942,12404,1065924,406418,27653,74144,186832,695047
m,m,1943,13048,1185765,410275,28040,68223,174167,680705
m,m,1944,10422,858633,309400,21669,53353,139030,523452
m,m,1945,12444,1016408,368798,25149,60636,159058,613641
m,m,1946,16762,1375488,506055,34804,87139,226180,854178
m,m,1947,19947,1616100,581874,40959,100405,271731,994969
m,m,1948,14762,1335432,494468,33518,84351,221250,833587
m,m,1949,15383,1385362,480929,32593,83551,213642,810715
m,m,1950,16373,1818370,609131,39135,102085,276356,1026707
m,m,1951,16836,1655303,604205,40640,104625,265782,1015252
m,m,1952,16861,1520939,574922,40009,101142,255676,971749
m,m,1953,16085,1570789,552920,36665,96136,248562,934283
m,m,1954,18101,1603849,597277,39604,99953,258036,994870
m,m,1955,18585,1713759,653305,43379,110931,284956,1092571
m,m,1956,17609,1528932,569492,37104,94892,250485,951973
m,m,1957,15284,1417713,526415,33311,87660,224741,872127
m,m,1958,15448,1479612,562713,37014,96761,238267,934755
m,m,1959,17287,1591526,572416,36766,96214,256360,961756
m,m,1960,16658,1343996,519829,35721,90841,225946,872337
m,m,1961,19404,1687861,631297,42013,106724,273600,1053634
m,m,1962,17128,1388490,548682,36205,93169,228756,906812
m,m,1963,17991,1209777,523689,35712,90604,231190,881195
m,m,1964,18562,1529187,613079,40210,102499,270272,1026060
m,m,1965,20195,1523733,601475,39142,103513,278140,1022270
m,m,1966,20012,1471611,640278,41843,107346,279097,1068564
m,m,1967,20820,1643322,696085,45700,120635,307595,1170015
m,m,1968,23618,1766882,736801,49789,126852,320823,1234265
m,m,1969,24600,1695716,712310,47595,121615,311867,1193387
m,m,1970,23085,1570145,680310,44437,114845,300974,1140566
m,m,1971,19520,1361679,565683,36786,95442,255921,953832
m,m,1972,16075,1026578,461108,30049,79888,206620,777665
m,m,1973,18921,1281383,573504,37278,95212,265583,971577
m,m,1974,18822,1167223,541813,35343,93788,250377,921321
m,m,1975,16263,1282263,544851,34117,93049,247953,919970
m,m,1976,17544,1281634,545915,34275,92431,250991,923612
m,m,1977,17184,1180682,524381,33209,86391,239480,883461
m,m,1978,20638,1574592,670160,42558,110751,292836,1116305
m,m,1979,19832,1577668,614113,38659,104524,278860,1036156
m,m,1980,19416,1527800,599357,37182,101102,264581,1002222
m,m,1981,18870,1382331,603131,38438,99935,265665,1007169
m,m,1982,19214,1604162,627108,39631,105117,277151,1049007
m,m,1983,16871,1331353,562247,35135,94780,251285,943447
m,m,1984,18776,1340073,593140,38425,101365,269266,1002196
m,m,1985,16805,1214646,537675,34576,91496,237130,900877
m,m,1986,17499,1086764,518142,32927,87156,232121,870346
m,m,1987,18408,1331420,602449,38063,100599,263160,1004271
m,m,1988,20651,1379938,602648,37897,102097,279468,1022110
m,m,1989,21387,1402392,644680,40566,108778,288678,1082702
m,m,1990,21205,1394577,619373,40096,106694,284690,1050853
m,m,1991,21305,1310423,620214,41183,106873,285459,1053729
m,m,1992,18080,1109294,525281,34941,89989,240227,890438
m,m,1993,19426,1231600,586012,37977,100457,264550,988996
m,m,1994,19377,1328453,587882,37844,99321,264204,989251
m,m,1995,20789,1674494,659003,40967,111166,303213,1114349
m,m,1996,20472,1461537,622904,38346,105103,285459,1051812
m,m,1997,23590,1773508,752717,47437,131189,350499,1281842
m,m,1998,20513,1389340,623174,39109,104668,296267,1063218
m,m,1999,19712,1395596,612379,37436,104872,280867,1035554
m,m,2000,24430,1554190,733882,47502,124952,337607,1243943
m,m,2001,20925,1188310,580549,37396,99622,269779,987346
m,m,2002,19724,1256074,592079,36716,98348,269872,997015
m,m,2003,21415,1494073,652026,41641,109562,294424,1097653
m,m,2004,23201,1441365,694639,43978,117037,317339,1172993
m,m,2005,20696,1284427,635089,41144,109509,293866,1079608
m,m,2006,21417,1211161,611774,39106,104473,285940,1041293
m,m,2007,20398,1223483,636475,41246,105852,287985,1071558
m,m,2008,17428,965785,569631,36162,96795,263059,965647
m,m,2009,12600,688900,430156,26479,71544,189247,717426
m,m,2010,211,4497,3878,277,641,1745,6541
m,m,2011,85,6866,2098,62,266,1015,3441
m,m,2012,0,0,0,0,0,0,0
m,m,2013,21,2072,1008,132,354,448,1942
m,m,2014,0,0,0,0,0,0,0
